"","County","Year","NumpptDays90","County1","NumpptDays95","County2","NumpptDays99","sumppt","Average","sd","Anomaly"
"1","F13001","1981",1,"F13001",0,"F13001",0,514.251690447,670.225085274081,150.080870168965,-1.03926233004567
"2","F13001","1982",0,"F13001",0,"F13001",0,670.904225192,670.225085274081,150.080870168965,0.00452515978321806
"3","F13001","1983",0,"F13001",0,"F13001",0,393.740281642,670.225085274081,150.080870168965,-1.84223880978839
"4","F13001","1984",2,"F13001",2,"F13001",1,621.684224975,670.225085274081,150.080870168965,-0.323431362334402
"5","F13001","1985",2,"F13001",1,"F13001",0,717.319718147,670.225085274081,150.080870168965,0.313795041432652
"6","F13001","1986",0,"F13001",0,"F13001",0,457.580986049,670.225085274081,150.080870168965,-1.41686344825746
"7","F13001","1987",0,"F13001",0,"F13001",0,487.327042091,670.225085274081,150.080870168965,-1.21866326452645
"8","F13001","1988",0,"F13001",0,"F13001",0,521.054084352,670.225085274081,150.080870168965,-0.9939374735377
"9","F13001","1989",1,"F13001",1,"F13001",0,842.484224685,670.225085274081,150.080870168965,1.14777545743828
"10","F13001","1990",1,"F13001",1,"F13001",0,574.92788781,670.225085274081,150.080870168965,-0.634972314304899
"11","F13001","1991",2,"F13001",0,"F13001",0,719.401126268,670.225085274081,150.080870168965,0.327663618544823
"12","F13001","1992",1,"F13001",0,"F13001",0,722.192113185,670.225085274081,150.080870168965,0.346260171948717
"13","F13001","1993",0,"F13001",0,"F13001",0,495.869718223,670.225085274081,150.080870168965,-1.16174277810881
"14","F13001","1994",0,"F13001",0,"F13001",0,828.999155242,670.225085274081,150.080870168965,1.05792343680555
"15","F13001","1995",1,"F13001",1,"F13001",0,750.456759676,670.225085274081,150.080870168965,0.534589613663566
"16","F13001","1996",1,"F13001",0,"F13001",0,598.200845546,670.225085274081,150.080870168965,-0.479902866014796
"17","F13001","1997",1,"F13001",1,"F13001",0,632.154647566,670.225085274081,150.080870168965,-0.253666157886879
"18","F13001","1998",0,"F13001",0,"F13001",0,560.589577872,670.225085274081,150.080870168965,-0.730509539814435
"19","F13001","1999",0,"F13001",0,"F13001",0,637.124224707,670.225085274081,150.080870168965,-0.220553495790736
"20","F13001","2000",0,"F13001",0,"F13001",0,499.378873527,670.225085274081,150.080870168965,-1.13836101532952
"21","F13001","2001",0,"F13001",0,"F13001",0,488.067324099,670.225085274081,150.080870168965,-1.21373071044966
"22","F13001","2002",1,"F13001",1,"F13001",0,847.450563538,670.225085274081,150.080870168965,1.18086654258063
"23","F13001","2003",1,"F13001",1,"F13001",0,974.723380735,670.225085274081,150.080870168965,2.02889478930996
"24","F13001","2004",1,"F13001",0,"F13001",0,1029.608169435,670.225085274081,150.080870168965,2.39459621840089
"25","F13001","2005",1,"F13001",0,"F13001",0,812.786901907,670.225085274081,150.080870168965,0.949899987069762
"26","F13001","2006",0,"F13001",0,"F13001",0,550.285634298,670.225085274081,150.080870168965,-0.799165482190033
"27","F13001","2007",0,"F13001",0,"F13001",0,788.270000402,670.225085274081,150.080870168965,0.786542048930157
"28","F13001","2008",1,"F13001",1,"F13001",1,731.876337147,670.225085274081,150.080870168965,0.410786876458739
"29","F13001","2009",5,"F13001",2,"F13001",1,802.428873104,670.225085274081,150.080870168965,0.880883670790821
"30","F13001","2010",2,"F13001",2,"F13001",0,650.077182623,670.225085274081,150.080870168965,-0.134246973837491
"31","F13001","2011",1,"F13001",0,"F13001",0,584.93422518,670.225085274081,150.080870168965,-0.568299344200617
"32","F13001","2012",4,"F13001",1,"F13001",1,743.535211536,670.225085274081,150.080870168965,0.488470823625851
"33","F13001","2013",1,"F13001",1,"F13001",0,856.700985628,670.225085274081,150.080870168965,1.24250279295408
"34","F13001","2014",1,"F13001",1,"F13001",0,597.393943411,670.225085274081,150.080870168965,-0.485279314952569
"35","F13001","2015",1,"F13001",0,"F13001",0,546.503803024,670.225085274081,150.080870168965,-0.824364105237343
"36","F13001","2016",2,"F13001",1,"F13001",0,732.972113172,670.225085274081,150.080870168965,0.418088113610193
"37","F13001","2017",2,"F13001",1,"F13001",0,815.0720987,670.225085274081,150.080870168965,0.965126423259979
"38","F13003","1981",2,"F13003",1,"F13003",0,489.500816415,623.640886918595,118.139130426326,-1.13544149190473
"39","F13003","1982",0,"F13003",0,"F13003",0,614.064693711,623.640886918595,118.139130426326,-0.0810586058407335
"40","F13003","1983",0,"F13003",0,"F13003",0,454.110204348,623.640886918595,118.139130426326,-1.43500872199426
"41","F13003","1984",0,"F13003",0,"F13003",0,523.400816455,623.640886918595,118.139130426326,-0.848491690279594
"42","F13003","1985",2,"F13003",0,"F13003",0,701.68857092,623.640886918595,118.139130426326,0.660642106639491
"43","F13003","1986",1,"F13003",0,"F13003",0,490.207755699,623.640886918595,118.139130426326,-1.12945753653407
"44","F13003","1987",0,"F13003",0,"F13003",0,534.194489704,623.640886918595,118.139130426326,-0.757127607862116
"45","F13003","1988",0,"F13003",0,"F13003",0,554.418775635,623.640886918595,118.139130426326,-0.58593719992516
"46","F13003","1989",1,"F13003",1,"F13003",0,690.374898257,623.640886918595,118.139130426326,0.564876439310025
"47","F13003","1990",1,"F13003",0,"F13003",0,543.133673623,623.640886918595,118.139130426326,-0.681461028239078
"48","F13003","1991",2,"F13003",1,"F13003",0,736.603673571,623.640886918595,118.139130426326,0.956184341672055
"49","F13003","1992",0,"F13003",0,"F13003",0,689.747142975,623.640886918595,118.139130426326,0.559562744518682
"50","F13003","1993",0,"F13003",0,"F13003",0,584.70081595,623.640886918595,118.139130426326,-0.329611965384141
"51","F13003","1994",0,"F13003",0,"F13003",0,925.210611808,623.640886918595,118.139130426326,2.55266585932314
"52","F13003","1995",1,"F13003",1,"F13003",0,562.418571497,623.640886918595,118.139130426326,-0.518222160605577
"53","F13003","1996",2,"F13003",1,"F13003",0,620.772653037,623.640886918595,118.139130426326,-0.0242784407777845
