"","County","Quant90","Quant95","Quant99"
"90%196","F37021",29.7827143065784,30.5113051171206,31.6566086288375
"90%197","F37023",32.3784918114945,33.1905918714162,34.4648815600937
"90%198","F37111",31.7233925443707,32.577890920639,33.8348433532137
"90%199","F13271",35.6694666302393,36.6302586510068,37.7022177505494
"90%200","F13105",34.425426707949,35.3545625414167,36.3568376636505
"90%201","F13185",35.4314230522742,36.1766424296453,37.6691336100652
"90%202","F13263",34.9248294106845,35.6416766955935,36.5794388725017
"90%203","F37047",34.2083013071333,34.9921396636962,36.7243984396798
"90%204","F13139",33.1415446002667,33.9198178834182,35.1869197563759
"90%205","F13153",35.6706918059803,36.5459769921224,37.6705034506126
"90%206","F13229",35.867543014215,36.8670969904686,38.3785391647962
"90%207","F13155",35.4402281995089,36.3066553691648,37.216319269864
"90%208","F13181",35.3228499362343,36.0413737497832,37.4338451847277
"90%209","F13183",36.0462860174346,37.0775288665504,38.292034012644
"90%210","F13207",35.3829445362091,36.2359034095492,37.2676238203049
"90%211","F13219",34.9311804002331,35.7384823214624,36.9239131016885
"90%212","F13225",35.6171248054505,36.4114476490021,37.6041624870301
"90%213","F13239",35.5534882618831,36.2650731893686,37.4227508691641
"90%214","F13243",35.4335219025612,36.1308727234602,37.2101512211561
"90%215","F37033",34.0587497472763,34.9015928804875,36.4448243677616
"90%216","F37089",30.4362982663241,31.123075577129,32.1686125654741
"90%217","F13259",35.3720153632531,35.9953553126408,37.2534743247399
"90%218","F13159",35.0326246297585,35.9027292251587,37.0169736128033
"90%219","F13117",33.0511833190918,33.9470927601769,34.9275686373029
"90%220","F37071",34.0057173635446,35.0156824635524,36.3311409355612
"90%221","F37177",32.9944415488939,33.9353686493434,35.2955109152633
"90%222","F37059",33.5732275390625,34.3019602108002,35.8268955841065
"90%223","F13265",35.0977786336626,36.0133481366294,37.2208713790348
"90%224","F13279",35.9422865207379,36.8598200798035,38.16247208742
"90%225","F13285",34.5623899100483,35.3759630949601,36.2566818828859
"90%226","F13289",35.6352116658138,36.5148779135484,37.6551663831564
"90%227","F13223",33.8344020843506,34.4519567879763,35.6103837810864
"90%228","F13113",34.0393442224573,34.7930073702777,35.8358036055389
"90%229","F13157",34.1941212287316,34.907866532986,36.2507590983464
"90%230","F13287",35.4188975126847,36.2626413718514,37.0639689777209
"90%231","F13031",35.9685268707275,36.8211945648194,38.265699432373
"90%232","F13187",31.8365428515843,32.6046202455248,33.7023944536845
"90%233","F13255",34.4861967682838,35.2761687517166,36.2331335973739
"90%234","F13281",29.6396001418432,30.3683769543966,31.4291000660261
"90%235","F13319",35.9269348028934,36.8162371577639,38.1554487002979
"90%236","F13177",35.8341002483757,36.6244163863513,37.5077257576767
"90%237","F13267",36.0576071548462,37.0051535524641,38.2446459197998
"90%238","F13197",35.015219781913,35.7170989990234,36.7371112965602
"90%239","F13039",34.8353398935418,35.8507404206929,37.0892740602995
"90%240","F37011",26.6695648915059,27.5295148823712,28.7758538576075
"90%241","F13045",33.5918153338962,34.271618742413,35.4895763455497
"90%242","F13129",33.9756721143369,34.6177509060613,35.7921095897533
"90%243","F13241",30.7157565746667,31.4660537143923,32.4865155148056
"90%244","F13175",36.0367684747419,36.9489981969198,38.3074261282244
"90%245","F13251",35.7626272989356,36.6689587966255,38.0755930344955
"90%246","F13301",35.0891485819002,35.9656781266375,37.3050958084479
"90%247","F37141",34.1403198173454,34.9456811492507,36.5127254159601
"90%248","F13043",36.1147456359863,36.8814042609078,38.3425221851894
"90%249","F13071",35.6115119704281,36.3600161977561,37.426155749861
"90%250","F37035",33.3691865112822,34.123735560401,35.4412720470105
"90%251","F45015",35.018354749949,35.9279432124337,37.4886300083743
"90%252","F45037",35.8666162490844,36.7788191099424,38.0692527466852
"90%253","F45075",35.4629332363244,36.4247807288892,37.7528682785034
"90%254","F13137",32.2326259930929,33.0240999880291,34.2099113232749
"90%255","F45071",35.4514078903198,36.4259395260281,37.5722170829773
"90%256","F13165",35.8720309844384,36.7333721931165,38.0401739509289
"90%257","F13005",35.6419524238223,36.6056200935727,38.0084653191339
"90%258","F37119",34.1850639767117,35.1166419559055,36.4529533428616
"90%259","F37127",34.1909949588776,35.0774720144272,36.6064265031815
"90%260","F37115",29.8087775500853,30.5357454798114,32.1065340545996
"90%261","F37167",34.5898589650139,35.4648252018162,36.784768657997
"90%262","F13191",35.1986969162436,36.1492541593664,37.4034853060106
"90%263","F13245",35.5303362176773,36.4762670314058,37.8650141573967
"90%264","F13317",34.9982608684595,35.8674477591031,37.0429739258255
"90%265","F13079",35.4205251734308,36.330607702377,37.291907372982
"90%266","F37055",30.9857274803461,31.790782788688,33.1154964442347
"90%267","F13047",33.6563351506773,34.3510783900385,35.3798157285607
"90%268","F13067",33.3698785416623,34.1200094020113,35.2933092068612
"90%269","F37195",34.5328544832625,35.5240944916347,36.9609638458828
"90%270","F45063",35.2623018316321,36.2367351806916,37.4954315164927
"90%271","F13055",33.709586101532,34.373276884079,35.5932269203186
"90%272","F45069",35.1554315593144,36.0073965569065,37.7963121048392
"90%273","F37061",34.4123420074206,35.275171324786,36.4174009111549
"90%274","F45011",35.8464099645615,36.8246742701531,37.9399734296799
"90%275","F13075",35.448168422154,36.2816971697126,37.4438175473895
"90%276","F13209",35.9368302875095,36.8574179331462,38.1944837294685
"90%277","F13027",35.4147294268889,36.0363463457893,37.5627023713729
"90%278","F13051",34.6026544234332,35.5689102453344,36.8921609295116
"90%279","F13061",35.3000243088295,35.9768432222563,37.0823345118555
"90%280","F13215",35.2729627251625,35.9204312980175,37.1567800307274
"90%281","F13321",35.479730301869,36.3013216163538,37.2303078426892
"90%282","F13025",35.7064806862483,36.6196095451476,37.9889276873877
"90%283","F45021",34.1554206242637,35.0718681880406,36.2240140836201
"90%284","F37117",34.0829332987467,35.0661676959715,36.5924597566025
"90%285","F45067",34.9212862067752,35.8249520142873,37.5673761690987
"90%286","F13237",35.4736758499146,36.3001101417541,37.6218134788513
"90%287","F13257",33.8115807166466,34.7170462021461,35.5984583473206
"90%288","F13011",33.5037344813347,34.3160125136376,35.5885226893425
"90%289","F37183",33.9982255420987,34.8592479130578,36.3290766392057
"90%290","F37105",34.5370821439303,35.6170549294887,36.8881812638503
"90%291","F37015",34.0948325005647,35.1934794541831,36.6819133972453
"90%292","F37159",33.6455574662718,34.4817849302945,35.8767072155051
"90%293","F37001",34.1799929278238,35.0686248779297,36.4258699348995
"90%294","F13145",34.6757060542251,35.4376417853616,36.4339070088936
"90%295","F13273",35.5601394728118,36.3797449710322,37.3604989668902
"90%296","F13221",34.8676877535306,35.7916884554349,36.7905564463689
"90%297","F37123",34.6276829063119,35.5692824301782,36.9437811546821
"90%298","F37179",34.6338322917621,35.4183703521887,36.8314961580436
"90%299","F37029",33.1880200492011,34.1849577034845,35.5398010321723
"90%300","F45079",35.3515854971749,36.3771508216858,37.8682645937375
"90%301","F37013",34.0971942435066,35.026683487652,36.6531365006262
"90%302","F13315",35.7511589798273,36.5342314776252,37.4831626443302
"90%303","F45017",35.3878457861432,36.3430186029208,37.8805891774064
"90%304","F13283",35.9613212857927,36.8694818087986,38.2732104315077
